,exporter,fuel_type,model,region,scenario,supply_type,unit,value,variable,year,legend
0,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.4445105756811011,Domestic|Gas Extraction,1990,Domestic (Gas Extraction)
1,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.5671349500621641,Domestic|Gas Extraction,1995,Domestic (Gas Extraction)
2,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.0,Domestic|Hydrogen Injection,1995,Domestic (Hydrogen Injection)
3,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,1.1252363133570145,Domestic|Gas Extraction,2000,Domestic (Gas Extraction)
4,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.0,Domestic|Hydrogen Injection,2000,Domestic (Hydrogen Injection)
5,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,2.2412643839563047,Domestic|Gas Extraction,2005,Domestic (Gas Extraction)
6,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.0,Domestic|Hydrogen Injection,2005,Domestic (Hydrogen Injection)
7,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.0,Domestic|Coal Gasification,2010,Domestic (Coal Gasification)
8,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,3.2741167393150565,Domestic|Gas Extraction,2010,Domestic (Gas Extraction)
9,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.0,Domestic|Hydrogen Injection,2010,Domestic (Hydrogen Injection)
10,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.000523564,Domestic|Synthetic Gas from Biomass,2010,Domestic (Synthetic Gas from Biomass)
11,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,4.345727713401282,Domestic|Gas Extraction,2015,Domestic (Gas Extraction)
12,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.0,Domestic|Hydrogen Injection,2015,Domestic (Hydrogen Injection)
13,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.00444714,Domestic|Synthetic Gas from Biomass,2015,Domestic (Synthetic Gas from Biomass)
14,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.0,Domestic|Coal Gasification,2020,Domestic (Coal Gasification)
15,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,5.26504076432054,Domestic|Gas Extraction,2020,Domestic (Gas Extraction)
16,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.0,Domestic|Hydrogen Injection,2020,Domestic (Hydrogen Injection)
17,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.004570808339999999,Domestic|Synthetic Gas from Biomass,2020,Domestic (Synthetic Gas from Biomass)
18,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.0,Domestic|Coal Gasification,2025,Domestic (Coal Gasification)
19,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,5.030780236762748,Domestic|Gas Extraction,2025,Domestic (Gas Extraction)
20,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.0,Domestic|Hydrogen Injection,2025,Domestic (Hydrogen Injection)
21,,Piped Gas,gas_security,R12_AFR,SSP2,Domestic,EJ/yr,0.004570808339999999,Domestic|Synthetic Gas from Biomass,2025,Domestic (Synthetic Gas from Biomass)
22,R12_AFR,LNG,gas_security,R12_CHN,SSP2,Imports,EJ/yr,0.01004597344512,Shipped LNG|R12_AFR,2010,R12_AFR (LNG)
23,R12_AFR,LNG,gas_security,R12_CHN,SSP2,Imports,EJ/yr,0.031152119566079994,Shipped LNG|R12_AFR,2015,R12_AFR (LNG)
24,R12_AFR,LNG,gas_security,R12_CHN,SSP2,Imports,EJ/yr,0.17571503070719421,Shipped LNG|R12_AFR,2020,R12_AFR (LNG)
25,R12_AFR,LNG,gas_security,R12_CHN,SSP2,Imports,EJ/yr,0.07021738160097023,Shipped LNG|R12_AFR,2025,R12_AFR (LNG)
26,R12_AFR,LNG,gas_security,R12_EEU,SSP2,Imports,EJ/yr,0.0030955010845766396,Shipped LNG|R12_AFR,2020,R12_AFR (LNG)
27,R12_AFR,LNG,gas_security,R12_EEU,SSP2,Imports,EJ/yr,0.014389864765226239,Shipped LNG|R12_AFR,2025,R12_AFR (LNG)
28,R12_AFR,LNG,gas_security,R12_LAM,SSP2,Imports,EJ/yr,0.16489839287167996,Shipped LNG|R12_AFR,2010,R12_AFR (LNG)
29,R12_AFR,LNG,gas_security,R12_LAM,SSP2,Imports,EJ/yr,0.22250670953023996,Shipped LNG|R12_AFR,2015,R12_AFR (LNG)
30,R12_AFR,LNG,gas_security,R12_LAM,SSP2,Imports,EJ/yr,0.031900979673210234,Shipped LNG|R12_AFR,2020,R12_AFR (LNG)
31,R12_AFR,LNG,gas_security,R12_LAM,SSP2,Imports,EJ/yr,0.006660171333402238,Shipped LNG|R12_AFR,2025,R12_AFR (LNG)
32,R12_AFR,LNG,gas_security,R12_MEA,SSP2,Imports,EJ/yr,0.0136826878464,Shipped LNG|R12_AFR,2010,R12_AFR (LNG)
33,R12_AFR,LNG,gas_security,R12_MEA,SSP2,Imports,EJ/yr,0.06470571088063999,Shipped LNG|R12_AFR,2015,R12_AFR (LNG)
34,R12_AFR,LNG,gas_security,R12_MEA,SSP2,Imports,EJ/yr,0.07873031489353151,Shipped LNG|R12_AFR,2020,R12_AFR (LNG)
35,R12_AFR,LNG,gas_security,R12_MEA,SSP2,Imports,EJ/yr,0.045650489646242555,Shipped LNG|R12_AFR,2025,R12_AFR (LNG)
36,R12_AFR,LNG,gas_security,R12_NAM,SSP2,Imports,EJ/yr,0.048885603156479995,Shipped LNG|R12_AFR,2010,R12_AFR (LNG)
37,R12_AFR,LNG,gas_security,R12_NAM,SSP2,Imports,EJ/yr,0.008089627137706239,Shipped LNG|R12_AFR,2020,R12_AFR (LNG)
38,R12_AFR,LNG,gas_security,R12_PAO,SSP2,Imports,EJ/yr,0.05726524926591999,Shipped LNG|R12_AFR,2010,R12_AFR (LNG)
39,R12_AFR,LNG,gas_security,R12_PAO,SSP2,Imports,EJ/yr,0.22693858013311996,Shipped LNG|R12_AFR,2015,R12_AFR (LNG)
40,R12_AFR,LNG,gas_security,R12_PAO,SSP2,Imports,EJ/yr,0.08887831538098688,Shipped LNG|R12_AFR,2020,R12_AFR (LNG)
41,R12_AFR,LNG,gas_security,R12_PAO,SSP2,Imports,EJ/yr,0.021537895934499198,Shipped LNG|R12_AFR,2025,R12_AFR (LNG)
42,R12_AFR,LNG,gas_security,R12_PAS,SSP2,Imports,EJ/yr,0.11574173646911998,Shipped LNG|R12_AFR,2010,R12_AFR (LNG)
