year,node,variable,value,time
2010,10|Lusaka,urban_connection_rate_baseline,0.627,year
2010,11|Southern,urban_connection_rate_baseline,0.523,year
2010,12|Western,urban_connection_rate_baseline,0.0,year
2010,13|North-Western,urban_connection_rate_baseline,0.453,year
2010,14|Southern,urban_connection_rate_baseline,0.0,year
2010,15|Luapula,urban_connection_rate_baseline,0.428,year
2010,16|Muchinga,urban_connection_rate_baseline,0.5,year
2010,17|Northern,urban_connection_rate_baseline,0.49,year
2010,18|Northern,urban_connection_rate_baseline,0.0,year
2010,19|Central,urban_connection_rate_baseline,0.0,year
2010,1|Eastern,urban_connection_rate_baseline,0.525,year
2010,20|Northern,urban_connection_rate_baseline,0.0,year
2010,21|Eastern,urban_connection_rate_baseline,0.494,year
2010,22|Southern,urban_connection_rate_baseline,0.497,year
2010,23|Muchinga,urban_connection_rate_baseline,0.648,year
2010,24|Central,urban_connection_rate_baseline,0.49,year
2010,2|Central,urban_connection_rate_baseline,0.746,year
2010,3|Lusaka,urban_connection_rate_baseline,0.569,year
2010,4|Central,urban_connection_rate_baseline,0.588,year
2010,5|Copperbelt,urban_connection_rate_baseline,0.766,year
2010,6|Lusaka,urban_connection_rate_baseline,0.0,year
2010,7|Lusaka,urban_connection_rate_baseline,0.569,year
2010,8|North-Western,urban_connection_rate_baseline,0.782,year
2010,9|Western,urban_connection_rate_baseline,0.654,year
2015,10|Lusaka,urban_connection_rate_baseline,0.6435,year
2015,11|Southern,urban_connection_rate_baseline,0.5345,year
2015,12|Western,urban_connection_rate_baseline,0.0,year
2015,13|North-Western,urban_connection_rate_baseline,0.46499999999999997,year
2015,14|Southern,urban_connection_rate_baseline,0.0,year
2015,15|Luapula,urban_connection_rate_baseline,0.4395,year
2015,16|Muchinga,urban_connection_rate_baseline,0.5155000000000001,year
2015,17|Northern,urban_connection_rate_baseline,0.503,year
2015,18|Northern,urban_connection_rate_baseline,0.0,year
2015,19|Central,urban_connection_rate_baseline,0.0,year
2015,1|Eastern,urban_connection_rate_baseline,0.535,year
2015,20|Northern,urban_connection_rate_baseline,0.0,year
2015,21|Eastern,urban_connection_rate_baseline,0.5085,year
2015,22|Southern,urban_connection_rate_baseline,0.5095000000000001,year
2015,23|Muchinga,urban_connection_rate_baseline,0.6605000000000001,year
2015,24|Central,urban_connection_rate_baseline,0.503,year
2015,2|Central,urban_connection_rate_baseline,0.7655000000000001,year
2015,3|Lusaka,urban_connection_rate_baseline,0.584,year
2015,4|Central,urban_connection_rate_baseline,0.602,year
2015,5|Copperbelt,urban_connection_rate_baseline,0.7855000000000001,year
2015,6|Lusaka,urban_connection_rate_baseline,0.0,year
2015,7|Lusaka,urban_connection_rate_baseline,0.5734999999999999,year
2015,8|North-Western,urban_connection_rate_baseline,0.8029999999999999,year
2015,9|Western,urban_connection_rate_baseline,0.6695,year
2020,10|Lusaka,urban_connection_rate_baseline,0.66,year
2020,11|Southern,urban_connection_rate_baseline,0.546,year
2020,12|Western,urban_connection_rate_baseline,0.0,year
2020,13|North-Western,urban_connection_rate_baseline,0.477,year
2020,14|Southern,urban_connection_rate_baseline,0.0,year
2020,15|Luapula,urban_connection_rate_baseline,0.451,year
2020,16|Muchinga,urban_connection_rate_baseline,0.531,year
2020,17|Northern,urban_connection_rate_baseline,0.516,year
2020,18|Northern,urban_connection_rate_baseline,0.0,year
2020,19|Central,urban_connection_rate_baseline,0.0,year
2020,1|Eastern,urban_connection_rate_baseline,0.545,year
2020,20|Northern,urban_connection_rate_baseline,0.0,year
2020,21|Eastern,urban_connection_rate_baseline,0.523,year
2020,22|Southern,urban_connection_rate_baseline,0.522,year
2020,23|Muchinga,urban_connection_rate_baseline,0.673,year
2020,24|Central,urban_connection_rate_baseline,0.516,year
2020,2|Central,urban_connection_rate_baseline,0.785,year
2020,3|Lusaka,urban_connection_rate_baseline,0.599,year
2020,4|Central,urban_connection_rate_baseline,0.616,year
2020,5|Copperbelt,urban_connection_rate_baseline,0.805,year
2020,6|Lusaka,urban_connection_rate_baseline,0.0,year
2020,7|Lusaka,urban_connection_rate_baseline,0.578,year
2020,8|North-Western,urban_connection_rate_baseline,0.824,year
2020,9|Western,urban_connection_rate_baseline,0.685,year
2025,10|Lusaka,urban_connection_rate_baseline,0.666,year
2025,11|Southern,urban_connection_rate_baseline,0.6234999999999999,year
2025,12|Western,urban_connection_rate_baseline,0.0,year
2025,13|North-Western,urban_connection_rate_baseline,0.5735,year
2025,14|Southern,urban_connection_rate_baseline,0.0,year
2025,15|Luapula,urban_connection_rate_baseline,0.5575,year
2025,16|Muchinga,urban_connection_rate_baseline,0.6154999999999999,year
2025,17|Northern,urban_connection_rate_baseline,0.6065,year
2025,18|Northern,urban_connection_rate_baseline,0.347,year
2025,19|Central,urban_connection_rate_baseline,0.0,year
2025,1|Eastern,urban_connection_rate_baseline,0.6255,year
2025,20|Northern,urban_connection_rate_baseline,0.0,year
2025,21|Eastern,urban_connection_rate_baseline,0.6105,year
2025,22|Southern,urban_connection_rate_baseline,0.6094999999999999,year
2025,23|Muchinga,urban_connection_rate_baseline,0.702,year
2025,24|Central,urban_connection_rate_baseline,0.6045,year
2025,2|Central,urban_connection_rate_baseline,0.8200000000000001,year
2025,3|Lusaka,urban_connection_rate_baseline,0.6695,year
2025,4|Central,urban_connection_rate_baseline,0.681,year
2025,5|Copperbelt,urban_connection_rate_baseline,0.8315,year
2025,6|Lusaka,urban_connection_rate_baseline,0.0,year
2025,7|Lusaka,urban_connection_rate_baseline,0.6525,year
2025,8|North-Western,urban_connection_rate_baseline,0.796,year
2025,9|Western,urban_connection_rate_baseline,0.7435,year
2030,10|Lusaka,urban_connection_rate_baseline,0.672,year
2030,11|Southern,urban_connection_rate_baseline,0.701,year
2030,12|Western,urban_connection_rate_baseline,0.0,year
2030,13|North-Western,urban_connection_rate_baseline,0.67,year
2030,14|Southern,urban_connection_rate_baseline,0.0,year
2030,15|Luapula,urban_connection_rate_baseline,0.664,year
2030,16|Muchinga,urban_connection_rate_baseline,0.7,year
2030,17|Northern,urban_connection_rate_baseline,0.697,year
2030,18|Northern,urban_connection_rate_baseline,0.694,year
2030,19|Central,urban_connection_rate_baseline,0.0,year
2030,1|Eastern,urban_connection_rate_baseline,0.706,year
2030,20|Northern,urban_connection_rate_baseline,0.0,year
2030,21|Eastern,urban_connection_rate_baseline,0.698,year
2030,22|Southern,urban_connection_rate_baseline,0.697,year
2030,23|Muchinga,urban_connection_rate_baseline,0.731,year
2030,24|Central,urban_connection_rate_baseline,0.693,year
2030,2|Central,urban_connection_rate_baseline,0.855,year
2030,3|Lusaka,urban_connection_rate_baseline,0.74,year
2030,4|Central,urban_connection_rate_baseline,0.746,year
2030,5|Copperbelt,urban_connection_rate_baseline,0.858,year
2030,6|Lusaka,urban_connection_rate_baseline,0.0,year
2030,7|Lusaka,urban_connection_rate_baseline,0.727,year
2030,8|North-Western,urban_connection_rate_baseline,0.768,year
2030,9|Western,urban_connection_rate_baseline,0.802,year
2035,10|Lusaka,urban_connection_rate_baseline,0.726,year
2035,11|Southern,urban_connection_rate_baseline,0.758,year
2035,12|Western,urban_connection_rate_baseline,0.0,year
2035,13|North-Western,urban_connection_rate_baseline,0.738,year
2035,14|Southern,urban_connection_rate_baseline,0.0,year
2035,15|Luapula,urban_connection_rate_baseline,0.7335,year
2035,16|Muchinga,urban_connection_rate_baseline,0.7649999999999999,year
2035,17|Northern,urban_connection_rate_baseline,0.7595,year
2035,18|Northern,urban_connection_rate_baseline,0.7569999999999999,year
2035,19|Central,urban_connection_rate_baseline,0.0,year
2035,1|Eastern,urban_connection_rate_baseline,0.7669999999999999,year
2035,20|Northern,urban_connection_rate_baseline,0.0,year
2035,21|Eastern,urban_connection_rate_baseline,0.7605,year
2035,22|Southern,urban_connection_rate_baseline,0.7595,year
2035,23|Muchinga,urban_connection_rate_baseline,0.778,year
2035,24|Central,urban_connection_rate_baseline,0.758,year
2035,2|Central,urban_connection_rate_baseline,0.8845000000000001,year
2035,3|Lusaka,urban_connection_rate_baseline,0.7975,year
2035,4|Central,urban_connection_rate_baseline,0.798,year
2035,5|Copperbelt,urban_connection_rate_baseline,0.8875,year
2035,6|Lusaka,urban_connection_rate_baseline,0.4095,year
2035,7|Lusaka,urban_connection_rate_baseline,0.7915,year
2035,8|North-Western,urban_connection_rate_baseline,0.7995,year
2035,9|Western,urban_connection_rate_baseline,0.8420000000000001,year
2040,10|Lusaka,urban_connection_rate_baseline,0.78,year
2040,11|Southern,urban_connection_rate_baseline,0.815,year
2040,12|Western,urban_connection_rate_baseline,0.0,year
2040,13|North-Western,urban_connection_rate_baseline,0.806,year
2040,14|Southern,urban_connection_rate_baseline,0.0,year
2040,15|Luapula,urban_connection_rate_baseline,0.803,year
2040,16|Muchinga,urban_connection_rate_baseline,0.83,year
2040,17|Northern,urban_connection_rate_baseline,0.822,year
2040,18|Northern,urban_connection_rate_baseline,0.82,year
2040,19|Central,urban_connection_rate_baseline,0.0,year
2040,1|Eastern,urban_connection_rate_baseline,0.828,year
2040,20|Northern,urban_connection_rate_baseline,0.0,year
2040,21|Eastern,urban_connection_rate_baseline,0.823,year
2040,22|Southern,urban_connection_rate_baseline,0.822,year
2040,23|Muchinga,urban_connection_rate_baseline,0.825,year
2040,24|Central,urban_connection_rate_baseline,0.823,year
2040,2|Central,urban_connection_rate_baseline,0.914,year
2040,3|Lusaka,urban_connection_rate_baseline,0.855,year
2040,4|Central,urban_connection_rate_baseline,0.85,year
2040,5|Copperbelt,urban_connection_rate_baseline,0.917,year
2040,6|Lusaka,urban_connection_rate_baseline,0.819,year
2040,7|Lusaka,urban_connection_rate_baseline,0.856,year
2040,8|North-Western,urban_connection_rate_baseline,0.831,year
2040,9|Western,urban_connection_rate_baseline,0.882,year
2045,10|Lusaka,urban_connection_rate_baseline,0.8260000000000001,year
2045,11|Southern,urban_connection_rate_baseline,0.8514999999999999,year
2045,12|Western,urban_connection_rate_baseline,0.0,year
2045,13|North-Western,urban_connection_rate_baseline,0.8465,year
2045,14|Southern,urban_connection_rate_baseline,0.0,year
2045,15|Luapula,urban_connection_rate_baseline,0.8435,year
2045,16|Muchinga,urban_connection_rate_baseline,0.8714999999999999,year
2045,17|Northern,urban_connection_rate_baseline,0.859,year
2045,18|Northern,urban_connection_rate_baseline,0.858,year
2045,19|Central,urban_connection_rate_baseline,0.0,year
2045,1|Eastern,urban_connection_rate_baseline,0.8654999999999999,year
2045,20|Northern,urban_connection_rate_baseline,0.4505,year
2045,21|Eastern,urban_connection_rate_baseline,0.86,year
2045,22|Southern,urban_connection_rate_baseline,0.859,year
2045,23|Muchinga,urban_connection_rate_baseline,0.867,year
2045,24|Central,urban_connection_rate_baseline,0.86,year
2045,2|Central,urban_connection_rate_baseline,0.9325,year
2045,3|Lusaka,urban_connection_rate_baseline,0.8855,year
2045,4|Central,urban_connection_rate_baseline,0.8805000000000001,year
2045,5|Copperbelt,urban_connection_rate_baseline,0.9355,year
2045,6|Lusaka,urban_connection_rate_baseline,0.8565,year
2045,7|Lusaka,urban_connection_rate_baseline,0.8865000000000001,year
2045,8|North-Western,urban_connection_rate_baseline,0.877,year
2045,9|Western,urban_connection_rate_baseline,0.8905000000000001,year
2050,10|Lusaka,urban_connection_rate_baseline,0.872,year
2050,11|Southern,urban_connection_rate_baseline,0.888,year
2050,12|Western,urban_connection_rate_baseline,0.0,year
2050,13|North-Western,urban_connection_rate_baseline,0.887,year
2050,14|Southern,urban_connection_rate_baseline,0.0,year
2050,15|Luapula,urban_connection_rate_baseline,0.884,year
2050,16|Muchinga,urban_connection_rate_baseline,0.913,year
2050,17|Northern,urban_connection_rate_baseline,0.896,year
2050,18|Northern,urban_connection_rate_baseline,0.896,year
2050,19|Central,urban_connection_rate_baseline,0.0,year
2050,1|Eastern,urban_connection_rate_baseline,0.903,year
2050,20|Northern,urban_connection_rate_baseline,0.901,year
2050,21|Eastern,urban_connection_rate_baseline,0.897,year
2050,22|Southern,urban_connection_rate_baseline,0.896,year
2050,23|Muchinga,urban_connection_rate_baseline,0.909,year
2050,24|Central,urban_connection_rate_baseline,0.897,year
2050,2|Central,urban_connection_rate_baseline,0.951,year
2050,3|Lusaka,urban_connection_rate_baseline,0.916,year
2050,4|Central,urban_connection_rate_baseline,0.911,year
2050,5|Copperbelt,urban_connection_rate_baseline,0.954,year
2050,6|Lusaka,urban_connection_rate_baseline,0.894,year
2050,7|Lusaka,urban_connection_rate_baseline,0.917,year
2050,8|North-Western,urban_connection_rate_baseline,0.923,year
2050,9|Western,urban_connection_rate_baseline,0.899,year
2055,10|Lusaka,urban_connection_rate_baseline,0.903,year
2055,11|Southern,urban_connection_rate_baseline,0.9115,year
2055,12|Western,urban_connection_rate_baseline,0.484,year
2055,13|North-Western,urban_connection_rate_baseline,0.9045000000000001,year
2055,14|Southern,urban_connection_rate_baseline,0.484,year
2055,15|Luapula,urban_connection_rate_baseline,0.9075,year
2055,16|Muchinga,urban_connection_rate_baseline,0.9279999999999999,year
2055,17|Northern,urban_connection_rate_baseline,0.917,year
2055,18|Northern,urban_connection_rate_baseline,0.9175,year
2055,19|Central,urban_connection_rate_baseline,0.0,year
2055,1|Eastern,urban_connection_rate_baseline,0.9245,year
2055,20|Northern,urban_connection_rate_baseline,0.9215,year
2055,21|Eastern,urban_connection_rate_baseline,0.9179999999999999,year
2055,22|Southern,urban_connection_rate_baseline,0.917,year
2055,23|Muchinga,urban_connection_rate_baseline,0.9259999999999999,year
2055,24|Central,urban_connection_rate_baseline,0.9175,year
2055,2|Central,urban_connection_rate_baseline,0.961,year
2055,3|Lusaka,urban_connection_rate_baseline,0.9335,year
2055,4|Central,urban_connection_rate_baseline,0.929,year
