node_loc,technology,year_vtg,value,unit
R12_AFR,LNG_shipped_exp_chn,broadcast,227.0,USD/GWa
R12_AFR,LNG_shipped_exp_eeu,broadcast,93.0,USD/GWa
R12_AFR,LNG_shipped_exp_fsu,broadcast,620.0,USD/GWa
R12_AFR,LNG_shipped_exp_lam,broadcast,137.0,USD/GWa
R12_AFR,LNG_shipped_exp_mea,broadcast,93.0,USD/GWa
R12_AFR,LNG_shipped_exp_nam,broadcast,221.0,USD/GWa
R12_AFR,LNG_shipped_exp_pao,broadcast,306.0,USD/GWa
R12_AFR,LNG_shipped_exp_pas,broadcast,223.0,USD/GWa
R12_AFR,LNG_shipped_exp_sas,broadcast,118.0,USD/GWa
R12_AFR,LNG_shipped_exp_weu,broadcast,151.0,USD/GWa
R12_CHN,LNG_shipped_exp_afr,broadcast,394.0,USD/GWa
R12_CHN,LNG_shipped_exp_lam,broadcast,620.0,USD/GWa
R12_CHN,LNG_shipped_exp_mea,broadcast,558.0,USD/GWa
R12_CHN,LNG_shipped_exp_nam,broadcast,231.0,USD/GWa
R12_CHN,LNG_shipped_exp_pao,broadcast,369.0,USD/GWa
R12_CHN,LNG_shipped_exp_pas,broadcast,620.0,USD/GWa
R12_CHN,LNG_shipped_exp_rcpa,broadcast,218.0,USD/GWa
R12_CHN,LNG_shipped_exp_weu,broadcast,620.0,USD/GWa
R12_EEU,LNG_shipped_exp_fsu,broadcast,620.0,USD/GWa
R12_EEU,LNG_shipped_exp_mea,broadcast,620.0,USD/GWa
R12_EEU,LNG_shipped_exp_weu,broadcast,214.0,USD/GWa
R12_FSU,LNG_shipped_exp_chn,broadcast,244.0,USD/GWa
R12_FSU,LNG_shipped_exp_eeu,broadcast,175.0,USD/GWa
R12_FSU,LNG_shipped_exp_lam,broadcast,105.0,USD/GWa
R12_FSU,LNG_shipped_exp_mea,broadcast,94.0,USD/GWa
R12_FSU,LNG_shipped_exp_nam,broadcast,203.0,USD/GWa
R12_FSU,LNG_shipped_exp_pao,broadcast,209.0,USD/GWa
R12_FSU,LNG_shipped_exp_pas,broadcast,159.0,USD/GWa
R12_FSU,LNG_shipped_exp_rcpa,broadcast,275.0,USD/GWa
R12_FSU,LNG_shipped_exp_sas,broadcast,161.0,USD/GWa
R12_FSU,LNG_shipped_exp_weu,broadcast,211.0,USD/GWa
R12_LAM,LNG_shipped_exp_afr,broadcast,93.0,USD/GWa
R12_LAM,LNG_shipped_exp_chn,broadcast,218.0,USD/GWa
R12_LAM,LNG_shipped_exp_eeu,broadcast,324.0,USD/GWa
R12_LAM,LNG_shipped_exp_fsu,broadcast,93.0,USD/GWa
R12_LAM,LNG_shipped_exp_mea,broadcast,93.0,USD/GWa
R12_LAM,LNG_shipped_exp_nam,broadcast,169.0,USD/GWa
R12_LAM,LNG_shipped_exp_pao,broadcast,211.0,USD/GWa
R12_LAM,LNG_shipped_exp_pas,broadcast,207.0,USD/GWa
R12_LAM,LNG_shipped_exp_rcpa,broadcast,104.0,USD/GWa
R12_LAM,LNG_shipped_exp_sas,broadcast,159.0,USD/GWa
R12_LAM,LNG_shipped_exp_weu,broadcast,143.0,USD/GWa
R12_MEA,LNG_shipped_exp_afr,broadcast,197.0,USD/GWa
R12_MEA,LNG_shipped_exp_chn,broadcast,244.0,USD/GWa
R12_MEA,LNG_shipped_exp_eeu,broadcast,255.0,USD/GWa
R12_MEA,LNG_shipped_exp_fsu,broadcast,93.0,USD/GWa
R12_MEA,LNG_shipped_exp_lam,broadcast,199.0,USD/GWa
R12_MEA,LNG_shipped_exp_nam,broadcast,165.0,USD/GWa
R12_MEA,LNG_shipped_exp_pao,broadcast,222.0,USD/GWa
R12_MEA,LNG_shipped_exp_pas,broadcast,246.0,USD/GWa
R12_MEA,LNG_shipped_exp_rcpa,broadcast,209.0,USD/GWa
R12_MEA,LNG_shipped_exp_sas,broadcast,199.0,USD/GWa
R12_MEA,LNG_shipped_exp_weu,broadcast,177.0,USD/GWa
R12_NAM,LNG_shipped_exp_afr,broadcast,308.0,USD/GWa
R12_NAM,LNG_shipped_exp_chn,broadcast,204.0,USD/GWa
R12_NAM,LNG_shipped_exp_eeu,broadcast,481.0,USD/GWa
R12_NAM,LNG_shipped_exp_fsu,broadcast,328.0,USD/GWa
R12_NAM,LNG_shipped_exp_lam,broadcast,226.0,USD/GWa
R12_NAM,LNG_shipped_exp_mea,broadcast,198.0,USD/GWa
R12_NAM,LNG_shipped_exp_pao,broadcast,219.0,USD/GWa
R12_NAM,LNG_shipped_exp_pas,broadcast,235.0,USD/GWa
R12_NAM,LNG_shipped_exp_sas,broadcast,211.0,USD/GWa
R12_NAM,LNG_shipped_exp_weu,broadcast,331.0,USD/GWa
R12_PAO,LNG_shipped_exp_afr,broadcast,310.0,USD/GWa
R12_PAO,LNG_shipped_exp_chn,broadcast,163.0,USD/GWa
R12_PAO,LNG_shipped_exp_fsu,broadcast,238.0,USD/GWa
R12_PAO,LNG_shipped_exp_lam,broadcast,167.0,USD/GWa
R12_PAO,LNG_shipped_exp_mea,broadcast,137.0,USD/GWa
R12_PAO,LNG_shipped_exp_nam,broadcast,119.0,USD/GWa
R12_PAO,LNG_shipped_exp_pas,broadcast,233.0,USD/GWa
R12_PAO,LNG_shipped_exp_rcpa,broadcast,229.0,USD/GWa
R12_PAO,LNG_shipped_exp_sas,broadcast,189.0,USD/GWa
R12_PAO,LNG_shipped_exp_weu,broadcast,376.0,USD/GWa
R12_PAS,LNG_shipped_exp_afr,broadcast,93.0,USD/GWa
R12_PAS,LNG_shipped_exp_chn,broadcast,93.0,USD/GWa
R12_PAS,LNG_shipped_exp_eeu,broadcast,219.0,USD/GWa
R12_PAS,LNG_shipped_exp_fsu,broadcast,252.0,USD/GWa
R12_PAS,LNG_shipped_exp_lam,broadcast,108.0,USD/GWa
R12_PAS,LNG_shipped_exp_mea,broadcast,175.0,USD/GWa
R12_PAS,LNG_shipped_exp_nam,broadcast,138.0,USD/GWa
R12_PAS,LNG_shipped_exp_pao,broadcast,233.0,USD/GWa
R12_PAS,LNG_shipped_exp_rcpa,broadcast,143.0,USD/GWa
R12_PAS,LNG_shipped_exp_sas,broadcast,184.0,USD/GWa
R12_PAS,LNG_shipped_exp_weu,broadcast,274.0,USD/GWa
R12_RCPA,LNG_shipped_exp_afr,broadcast,612.0,USD/GWa
R12_RCPA,LNG_shipped_exp_chn,broadcast,158.0,USD/GWa
R12_RCPA,LNG_shipped_exp_pao,broadcast,297.0,USD/GWa
R12_SAS,LNG_shipped_exp_afr,broadcast,301.0,USD/GWa
R12_SAS,LNG_shipped_exp_chn,broadcast,391.0,USD/GWa
R12_SAS,LNG_shipped_exp_mea,broadcast,213.0,USD/GWa
R12_SAS,LNG_shipped_exp_nam,broadcast,351.0,USD/GWa
R12_SAS,LNG_shipped_exp_pas,broadcast,241.0,USD/GWa
R12_SAS,LNG_shipped_exp_rcpa,broadcast,159.0,USD/GWa
R12_SAS,LNG_shipped_exp_weu,broadcast,360.0,USD/GWa
R12_WEU,LNG_shipped_exp_afr,broadcast,620.0,USD/GWa
R12_WEU,LNG_shipped_exp_chn,broadcast,254.0,USD/GWa
R12_WEU,LNG_shipped_exp_eeu,broadcast,197.0,USD/GWa
R12_WEU,LNG_shipped_exp_fsu,broadcast,503.0,USD/GWa
R12_WEU,LNG_shipped_exp_lam,broadcast,239.0,USD/GWa
R12_WEU,LNG_shipped_exp_mea,broadcast,174.0,USD/GWa
R12_WEU,LNG_shipped_exp_nam,broadcast,178.0,USD/GWa
R12_WEU,LNG_shipped_exp_pao,broadcast,273.0,USD/GWa
R12_WEU,LNG_shipped_exp_pas,broadcast,271.0,USD/GWa
R12_WEU,LNG_shipped_exp_rcpa,broadcast,218.0,USD/GWa
R12_WEU,LNG_shipped_exp_sas,broadcast,235.0,USD/GWa
