node,commodity,level,year,time,value,unit
R12_AFR,HVC,demand,2025,year,2.7739844174725152,t
R12_CHN,HVC,demand,2025,year,61.08932926073989,t
R12_EEU,HVC,demand,2025,year,3.400187947954376,t
R12_FSU,HVC,demand,2025,year,5.3654010528917055,t
R12_LAM,HVC,demand,2025,year,12.58799309335563,t
R12_MEA,HVC,demand,2025,year,46.1972305755139,t
R12_NAM,HVC,demand,2025,year,54.98681624852799,t
R12_PAO,HVC,demand,2025,year,11.724751702213592,t
R12_PAS,HVC,demand,2025,year,43.54093825352989,t
R12_RCPA,HVC,demand,2025,year,0.5394172787449382,t
R12_SAS,HVC,demand,2025,year,13.58814744115441,t
R12_WEU,HVC,demand,2025,year,32.53579341088541,t
