"avgLF","xval","code","msg_reg","commodity","x.interval"
0.753598738649146,0,"ensemble_2p6_2030-2070","EEU","hydro_cNA",NA
0.753598738649146,219.9879,"ensemble_2p6_2030-2070","EEU","hydro_c1",219.9879
0.747037011301259,817.098,"ensemble_2p6_2030-2070","EEU","hydro_c1",597.1101
0.738745663581065,1225.6469,"ensemble_2p6_2030-2070","EEU","hydro_c1",408.5489
0.724653927566713,1288.5006,"ensemble_2p6_2030-2070","EEU","hydro_c1",62.8537000000001
0.753281552723343,1319.9275,"ensemble_2p6_2030-2070","EEU","hydro_c2",31.4268999999999
0.736505404396106,1539.9154,"ensemble_2p6_2030-2070","EEU","hydro_c2",219.9879
0.727550670481368,1728.4765,"ensemble_2p6_2030-2070","EEU","hydro_c2",188.5611
0.721025785829191,1948.4644,"ensemble_2p6_2030-2070","EEU","hydro_c2",219.9879
0.741689842388167,2011.3181,"ensemble_2p6_2030-2070","EEU","hydro_c3",62.8536999999999
0.729602124993733,2199.8791,"ensemble_2p6_2030-2070","EEU","hydro_c3",188.561
0.720563803405056,2325.5865,"ensemble_2p6_2030-2070","EEU","hydro_c3",125.7074
0.712863908898932,2357.0134,"ensemble_2p6_2030-2070","EEU","hydro_c3",31.4268999999999
0.74287384445414,2451.2939,"ensemble_2p6_2030-2070","EEU","hydro_c4",94.2805000000003
0.735272796186988,2514.1476,"ensemble_2p6_2030-2070","EEU","hydro_c4",62.8536999999997
0.729410277975668,2608.4281,"ensemble_2p6_2030-2070","EEU","hydro_c4",94.2805000000003
0.721749283919248,2639.855,"ensemble_2p6_2030-2070","EEU","hydro_c4",31.4268999999999
0.748780440649237,2702.7086,"ensemble_2p6_2030-2070","EEU","hydro_c5",62.8535999999999
0.736326119089886,2765.5623,"ensemble_2p6_2030-2070","EEU","hydro_c5",62.8537000000001
0.72250568767654,2828.416,"ensemble_2p6_2030-2070","EEU","hydro_c5",62.8537000000001
0.707876613429484,2859.8429,"ensemble_2p6_2030-2070","EEU","hydro_c5",31.4268999999999
0.740263848764539,2922.6966,"ensemble_2p6_2030-2070","EEU","hydro_c6",62.8537000000001
0.730717196383657,2954.1234,"ensemble_2p6_2030-2070","EEU","hydro_c6",31.4267999999997
0.721400229603024,3016.9771,"ensemble_2p6_2030-2070","EEU","hydro_c6",62.8537000000001
0.712598858126556,3048.4039,"ensemble_2p6_2030-2070","EEU","hydro_c6",31.4267999999997
0.742713676108613,3079.8308,"ensemble_2p6_2030-2070","EEU","hydro_c7",31.4269000000004
0.741036701378463,3142.6845,"ensemble_2p6_2030-2070","EEU","hydro_c8",62.8536999999997
0.754319674842729,0,"ensemble_2p6_2071-2100","EEU","hydro_cNA",NA
0.754319674842729,308.586,"ensemble_2p6_2071-2100","EEU","hydro_c1",308.586
0.749190309149479,648.0305,"ensemble_2p6_2071-2100","EEU","hydro_c1",339.4445
0.743277645516553,1018.3337,"ensemble_2p6_2071-2100","EEU","hydro_c1",370.3032
0.736970280354544,1296.061,"ensemble_2p6_2071-2100","EEU","hydro_c1",277.7273
0.744857416519495,1481.2126,"ensemble_2p6_2071-2100","EEU","hydro_c2",185.1516
0.732318780220222,1635.5056,"ensemble_2p6_2071-2100","EEU","hydro_c2",154.293
0.728516613009347,1851.5157,"ensemble_2p6_2071-2100","EEU","hydro_c2",216.0101
0.718936004805858,1944.0915,"ensemble_2p6_2071-2100","EEU","hydro_c2",92.5758000000001
0.740583132181403,2005.8087,"ensemble_2p6_2071-2100","EEU","hydro_c3",61.7172
0.731208830724245,2221.8189,"ensemble_2p6_2071-2100","EEU","hydro_c3",216.0102
0.723077907670182,2314.3947,"ensemble_2p6_2071-2100","EEU","hydro_c3",92.5757999999996
