"avgLF","xval","code","msg_reg","commodity","x.interval"
0.760730891574705,0,"ensemble_2p6_2030-2070","NAM","hydro_cNA",NA
0.760730891574705,1650.7301,"ensemble_2p6_2030-2070","NAM","hydro_c1",1650.7301
0.718967906969643,4008.916,"ensemble_2p6_2030-2070","NAM","hydro_c1",2358.1859
0.663926836467532,5188.0089,"ensemble_2p6_2030-2070","NAM","hydro_c1",1179.0929
0.625523449785861,7546.1948,"ensemble_2p6_2030-2070","NAM","hydro_c1",2358.1859
0.708837706221083,8489.4692,"ensemble_2p6_2030-2070","NAM","hydro_c2",943.274399999999
0.678569789926301,9196.925,"ensemble_2p6_2030-2070","NAM","hydro_c2",707.4558
0.650358476969534,11083.4737,"ensemble_2p6_2030-2070","NAM","hydro_c2",1886.5487
0.609797139066357,12026.748,"ensemble_2p6_2030-2070","NAM","hydro_c2",943.274299999999
0.662137950394044,13205.841,"ensemble_2p6_2030-2070","NAM","hydro_c3",1179.093
0.630850271293953,14620.7525,"ensemble_2p6_2030-2070","NAM","hydro_c3",1414.9115
0.597350086343618,16035.664,"ensemble_2p6_2030-2070","NAM","hydro_c3",1414.9115
0.562158011971475,16507.3012,"ensemble_2p6_2030-2070","NAM","hydro_c3",471.637200000001
0.692137996294877,16743.1198,"ensemble_2p6_2030-2070","NAM","hydro_c4",235.818599999999
0.643950823952867,17686.3941,"ensemble_2p6_2030-2070","NAM","hydro_c4",943.274300000001
0.601465077884343,18865.4871,"ensemble_2p6_2030-2070","NAM","hydro_c4",1179.093
0.551709994559694,19101.3057,"ensemble_2p6_2030-2070","NAM","hydro_c4",235.818600000002
0.65508195448744,19337.1243,"ensemble_2p6_2030-2070","NAM","hydro_c5",235.818599999999
0.629525464330977,20516.2172,"ensemble_2p6_2030-2070","NAM","hydro_c5",1179.0929
0.592172454520777,21459.4916,"ensemble_2p6_2030-2070","NAM","hydro_c5",943.274400000002
0.561369346717832,21695.3101,"ensemble_2p6_2030-2070","NAM","hydro_c5",235.818499999998
0.630958824837827,21931.1287,"ensemble_2p6_2030-2070","NAM","hydro_c6",235.818600000002
0.624871437888063,22166.9473,"ensemble_2p6_2030-2070","NAM","hydro_c6",235.818599999999
0.572696125700769,22402.7659,"ensemble_2p6_2030-2070","NAM","hydro_c6",235.818599999999
0.664866990465737,22638.5845,"ensemble_2p6_2030-2070","NAM","hydro_c7",235.818600000002
0.650688485039998,22874.4031,"ensemble_2p6_2030-2070","NAM","hydro_c7",235.818599999999
0.618715953123722,23110.2217,"ensemble_2p6_2030-2070","NAM","hydro_c7",235.818599999999
0.625644057109769,23581.8588,"ensemble_2p6_2030-2070","NAM","hydro_c8",471.637100000004
0.759333517911602,0,"ensemble_2p6_2071-2100","NAM","hydro_cNA",NA
0.759333517911602,3065.6623,"ensemble_2p6_2071-2100","NAM","hydro_c1",3065.6623
0.715915157832251,4244.7631,"ensemble_2p6_2071-2100","NAM","hydro_c1",1179.1008
0.663050311281752,6602.9649,"ensemble_2p6_2071-2100","NAM","hydro_c1",2358.2018
0.632490834962533,8253.7061,"ensemble_2p6_2071-2100","NAM","hydro_c1",1650.7412
0.711268724353414,8725.3464,"ensemble_2p6_2071-2100","NAM","hydro_c2",471.640300000001
0.683344352622385,10140.2675,"ensemble_2p6_2071-2100","NAM","hydro_c2",1414.9211
0.628003000318983,11555.1885,"ensemble_2p6_2071-2100","NAM","hydro_c2",1414.921
0.579562507937228,12262.649,"ensemble_2p6_2071-2100","NAM","hydro_c2",707.460499999999
0.657718202576368,13441.7499,"ensemble_2p6_2071-2100","NAM","hydro_c3",1179.1009
0.636723811990687,14856.671,"ensemble_2p6_2071-2100","NAM","hydro_c3",1414.9211
0.603132448242502,15799.9517,"ensemble_2p6_2071-2100","NAM","hydro_c3",943.280699999999
0.589394326368836,16271.592,"ensemble_2p6_2071-2100","NAM","hydro_c3",471.640300000001
0.648965455215683,17214.8727,"ensemble_2p6_2071-2100","NAM","hydro_c4",943.280699999999
0.62965491489984,18158.1534,"ensemble_2p6_2071-2100","NAM","hydro_c4",943.280699999999
0.607640920562538,18629.7937,"ensemble_2p6_2071-2100","NAM","hydro_c4",471.640299999999
0.580906043153496,18865.6139,"ensemble_2p6_2071-2100","NAM","hydro_c4",235.820200000002
0.638421116323536,19573.0744,"ensemble_2p6_2071-2100","NAM","hydro_c5",707.460500000001
0.616815212781216,20044.7148,"ensemble_2p6_2071-2100","NAM","hydro_c5",471.6404
0.595237512466117,21223.8157,"ensemble_2p6_2071-2100","NAM","hydro_c5",1179.1009
0.521432677713608,21459.6358,"ensemble_2p6_2071-2100","NAM","hydro_c5",235.820100000001
0.657536621320814,21695.456,"ensemble_2p6_2071-2100","NAM","hydro_c6",235.820199999998
0.604028723265081,21931.2762,"ensemble_2p6_2071-2100","NAM","hydro_c6",235.820200000002
0.593302724638034,22402.9165,"ensemble_2p6_2071-2100","NAM","hydro_c6",471.640299999999
0.579681654651571,22638.7367,"ensemble_2p6_2071-2100","NAM","hydro_c6",235.820200000002
0.66796340200063,22874.5569,"ensemble_2p6_2071-2100","NAM","hydro_c7",235.820199999998
0.65971106488376,23110.377,"ensemble_2p6_2071-2100","NAM","hydro_c7",235.820100000001
0.649732189209889,23582.0174,"ensemble_2p6_2071-2100","NAM","hydro_c8",471.6404
0.770932141471405,0,"ensemble_6p0_2030-2070","NAM","hydro_cNA",NA
0.770932141471405,1680.4684,"ensemble_6p0_2030-2070","NAM","hydro_c1",1680.4684
0.722507002740418,3360.9367,"ensemble_6p0_2030-2070","NAM","hydro_c1",1680.4683
0.677238238802237,5521.5389,"ensemble_6p0_2030-2070","NAM","hydro_c1",2160.6022
