,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100,2110,Model,Region,Scenario,Unit,Variable
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Agriculture|Energy Crops
1,0.9331,0.9292,0.9253,0.9244,0.9235,0.9185,0.9135,0.8964,0.866,0.8404,0.8237,0.8237,weu_security,AFR,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products [Index]
2,0.9433,0.9384,0.9335,0.9284,0.9233,0.912,0.9008,0.8708,0.8294,0.7944,0.7729,0.7729,weu_security,AFR,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops [Index]
3,1.0146,0.9916,0.9686,0.9718,0.9751,0.9698,0.9645,0.9534,0.9441,0.9277,0.9213,0.9213,weu_security,AFR,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Maize [Index]
4,0.9383,0.926,0.9137,0.9104,0.9071,0.9026,0.8981,0.8891,0.8748,0.861,0.8511,0.8511,weu_security,AFR,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Rice [Index]
5,0.943,0.9275,0.9119,0.9007,0.8894,0.881,0.8726,0.8529,0.8329,0.8038,0.791,0.791,weu_security,AFR,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Soybean [Index]
6,0.9697,0.9586,0.9476,0.9405,0.9334,0.9257,0.918,0.9107,0.9038,0.8962,0.8906,0.8906,weu_security,AFR,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Wheat [Index]
7,0.9026,0.9014,0.9002,0.9115,0.9229,0.9357,0.9485,0.9669,0.9652,0.9635,0.9605,0.9605,weu_security,AFR,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Livestock [Index]
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/t CO2,Price|Carbon
9,7.437285781793952,13.23376083444596,16.03283131944615,15.54837613355179,16.09322806926526,15.46620943006907,18.22712186203455,14.96923945869735,15.19448254389468,15.43785180565138,15.46310289225251,15.45855557797855,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Electricity
10,6.165173359235128,4.482456955375132,4.669015149723954,4.478621497209221,4.683845120160643,4.429413330108115,4.933815335476034,4.462401251112047,4.661223972627559,5.296273764982055,5.53807304789176,5.521146073275293,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Gases|Natural Gas
11,22.61651703586883,9.87502451721602,11.13013379429708,10.70711542876469,10.55667446148114,14.25879478718584,13.50805018676558,9.724630057649893,12.1615381191847,10.80497848140189,11.0098983874916,13.55513794636415,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Liquids|Biomass
12,20.93609871964845,7.02824629114595,6.524850079809096,6.279230399760189,6.592856375255313,6.285431732645959,7.203243947694065,6.339953506333538,6.220648916267069,6.76924377192533,6.786087751532187,7.993064344139645,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Liquids|Oil
13,0.351264354,1.751548877563647,3.424896583362923,2.559272492082707,3.519552915448832,2.698649207165048,2.563484814574495,3.795357993296832,1.694686160657578,1.920159718633517,2.537351254714435,3.333274740059337,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Solids|Biomass
14,0.702528708,2.135473110400976,2.419933558757756,2.275446339023532,2.323541338137603,2.33421535282362,2.432962810280417,2.67426558787782,2.707249322204104,2.710054596999777,2.695033743254491,3.065470834072021,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Solids|Coal
15,7.437285781793952,13.23376083444596,16.03283131944615,15.54837613355179,16.09322806926526,15.46620943006907,18.22712186203455,14.96923945869735,15.19448254389468,15.43785180565138,15.46310289225251,15.45855557797855,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Electricity
16,6.165173359235128,4.482456955375132,4.669015149723954,4.478621497209221,4.683845120160643,4.429413330108115,4.933815335476034,4.462401251112047,4.661223972627559,5.296273764982055,5.53807304789176,5.521146073275293,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Gases|Natural Gas
17,22.61651703586883,9.87502451721602,11.13013379429708,10.70711542876469,10.55667446148114,14.25879478718584,13.50805018676558,9.724630057649893,12.1615381191847,10.80497848140189,11.0098983874916,13.55513794636415,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Liquids|Biomass
18,20.93609871964845,7.02824629114595,6.524850079809096,6.279230399760189,6.592856375255313,6.285431732645959,7.203243947694065,6.339953506333538,6.220648916267069,6.76924377192533,6.786087751532187,7.993064344139645,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Liquids|Oil
19,0.351264354,1.751548877563647,3.424896583362923,2.559272492082707,3.519552915448832,2.698649207165048,2.563484814574495,3.795357993296832,1.694686160657578,1.920159718633517,2.537351254714435,3.333274740059337,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Solids|Biomass
20,0.702528708,2.135473110400976,2.419933558757756,2.275446339023532,2.323541338137603,2.33421535282362,2.432962810280417,2.67426558787782,2.707249322204104,2.710054596999777,2.695033743254491,3.065470834072021,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Solids|Coal
21,0.9172,0.9224,0.9276,0.9399,0.9521,0.946,0.9398,0.927,0.9266,0.9268,0.9282,0.9282,weu_security,AFR,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Chemical Pulp [Index]
22,1.0558,0.8761,0.6964,0.7007,0.705,0.7256,0.7462,0.8668,0.9624,0.9506,0.9522,0.9522,weu_security,AFR,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Fiberboard [Index]
23,1.1675,1.1683,1.1691,1.1723,1.1755,1.1721,1.1686,1.1455,1.1211,1.0772,1.0627,1.0627,weu_security,AFR,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Mechanical Pulp [Index]
24,0.7795,0.7956,0.8117,0.827,0.8422,0.8185,0.7948,0.7915,0.7887,0.8861,0.913,0.913,weu_security,AFR,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Plywood [Index]
25,0.9245,0.9411,0.9578,0.9771,0.9964,0.9624,0.9284,0.9205,0.9277,1.0492,1.0734,1.0734,weu_security,AFR,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Sawnwood [Index]
26,0.0,1.312468435063647,2.898000052362923,1.944559872582707,2.817024207448833,1.996120499165048,1.860956106574495,3.092829285296832,0.992157452657578,1.217631010633517,1.834822546714435,2.630746032059337,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Primary Energy w carbon price|Biomass
27,0.0,1.432944402400975,1.717404850757756,1.572917631023532,1.621012630137603,1.631686644823619,1.730434102280417,1.971736879877821,2.004720614204104,2.007525888999777,1.992505035254491,2.362942126072021,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Primary Energy w carbon price|Coal
28,3.434000732892473,2.273896111015833,2.456129042167201,2.36002253189708,2.561285058528301,2.393578547885136,2.711651363322569,2.554283294292057,2.735480932344744,3.340178296100998,3.573502972752203,3.566605738144926,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Primary Energy w carbon price|Gas
29,16.50146611822619,5.022204680004725,4.642026282037913,4.466953039818754,4.753463759542795,4.277874716963302,5.092337067096187,4.555862366508386,4.495673800584767,4.92280896682492,4.935046657766137,5.955806617726677,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Primary Energy w carbon price|Oil
30,0.0,1.312468435063647,2.898000052362923,1.944559872582707,2.817024207448833,1.996120499165048,1.860956106574495,3.092829285296832,0.992157452657578,1.217631010633517,1.834822546714435,2.630746032059337,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Primary Energy|Biomass
31,0.0,1.432944402400975,1.717404850757756,1.572917631023532,1.621012630137603,1.631686644823619,1.730434102280417,1.971736879877821,2.004720614204104,2.007525888999777,1.992505035254491,2.362942126072021,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Primary Energy|Coal
32,3.434000732892473,2.273896111015833,2.456129042167201,2.36002253189708,2.561285058528301,2.393578547885136,2.711651363322569,2.554283294292057,2.735480932344744,3.340178296100998,3.573502972752203,3.566605738144926,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Primary Energy|Gas
33,16.50146611822619,5.022204680004725,4.642026282037913,4.466953039818754,4.753463759542795,4.277874716963302,5.092337067096187,4.555862366508386,4.495673800584767,4.92280896682492,4.935046657766137,5.955806617726677,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Primary Energy|Oil
34,0.920288677106712,3.770906322107831,6.140322605418002,5.9000563297427,6.403212646320752,5.983946369712839,6.779128408306423,6.385708235730143,6.838702330861861,7.476265569716435,7.791687511087325,7.882299720653424,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Secondary Energy w carbon price|Electricity
35,5.336024518738484,5.485831161700093,6.806916906805836,4.5793500548631,4.0473784338224,4.714230669992824,4.292232332919613,5.080919958618221,5.208096543338531,4.849369469368537,5.800922919770684,5.325839989499554,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Secondary Energy w carbon price|Hydrogen
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Secondary Energy w carbon price|Liquids
37,22.39035186551014,9.77627427204386,11.01883245635411,10.60004427447704,10.45110771686633,14.11620683931398,13.43119891912226,9.627383757073392,12.03992273799285,10.69692869658787,10.89979940361669,13.41958656690051,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Secondary Energy w carbon price|Liquids|Biomass
38,20.72673773245197,6.957963828234491,6.459601579011005,6.216438095762586,6.526927811502759,6.222577415319499,7.131211508217124,6.276553971270203,6.158442427104397,6.701551334206076,6.718226874016865,7.913133700698247,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Secondary Energy w carbon price|Liquids|Oil
39,0.920288677106712,3.770906322107831,6.140322605418002,5.9000563297427,6.403212646320752,5.983946369712839,6.779128408306423,6.385708235730143,6.838702330861861,7.476265569716435,7.791687511087325,7.882299720653424,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Secondary Energy|Electricity
40,5.336024518738484,5.485831161700093,6.806916906805836,4.5793500548631,4.0473784338224,4.714230669992824,4.292232332919613,5.080919958618221,5.208096543338531,4.849369469368537,5.800922919770684,5.325839989499554,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Secondary Energy|Hydrogen
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Secondary Energy|Liquids
42,22.39035186551014,9.77627427204386,11.01883245635411,10.60004427447704,10.45110771686633,14.11620683931398,13.43119891912226,9.627383757073392,12.03992273799285,10.69692869658787,10.89979940361669,13.41958656690051,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Secondary Energy|Liquids|Biomass
43,20.72673773245197,6.957963828234491,6.459601579011005,6.216438095762586,6.526927811502759,6.222577415319499,7.131211508217124,6.276553971270203,6.158442427104397,6.701551334206076,6.718226874016865,7.913133700698247,weu_security,AFR,FSU2040_MEACON_1.0,US$2010/GJ,Price|Secondary Energy|Liquids|Oil
44,3.6014,3.5873,3.5732,3.5528,3.5323,3.5628,3.5933,3.5582,3.5558,3.589,3.5802,3.5802,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Agriculture|Energy Crops
45,0.8336,0.8299,0.8262,0.8136,0.8011,0.7704,0.7397,0.7234,0.7045,0.6801,0.6682,0.6682,weu_security,CHN,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products [Index]
46,0.88,0.857,0.834,0.831,0.8279,0.8245,0.8212,0.8109,0.7832,0.747,0.7288,0.7288,weu_security,CHN,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops [Index]
47,0.7648,0.7488,0.7328,0.7313,0.7297,0.7277,0.7257,0.7211,0.7169,0.6939,0.6829,0.6829,weu_security,CHN,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Maize [Index]
48,0.9168,0.908,0.8993,0.8982,0.8971,0.8905,0.884,0.8697,0.8582,0.8414,0.8254,0.8254,weu_security,CHN,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Rice [Index]
49,0.8727,0.8528,0.833,0.8276,0.8222,0.8177,0.8132,0.8006,0.7917,0.7855,0.7805,0.7805,weu_security,CHN,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Soybean [Index]
50,0.8614,0.8327,0.8039,0.7978,0.7917,0.7858,0.78,0.7595,0.7418,0.6725,0.6377,0.6377,weu_security,CHN,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Wheat [Index]
51,0.8021,0.8111,0.8201,0.8015,0.783,0.7351,0.6872,0.6678,0.6549,0.6376,0.6288,0.6288,weu_security,CHN,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Livestock [Index]
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/t CO2,Price|Carbon
53,12.18922926180625,13.85726706100836,15.78720685139702,15.27466971728264,16.27499624416372,18.88575816502911,17.32106023752284,13.86840559008331,15.54347850832356,14.58731534796853,12.98836327143589,14.39330892518226,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Electricity
54,6.553204506434922,4.346295684536596,5.156515887492629,4.480681722033039,4.961425229575379,5.297675562655424,5.907139626145911,5.555399439097759,5.85662006192068,5.227794673259102,5.215855700573669,5.194991621205975,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Gases|Natural Gas
55,24.6642094547334,10.07356492235997,11.37958315050174,10.61244708730874,10.75616093085517,13.58812302775629,13.94711520729818,11.49221748609533,14.24235576364537,12.70591331077138,13.16940479116599,14.36133655559396,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Liquids|Biomass
56,24.48033822069612,7.450938513663617,7.845811436639321,6.688109354764003,7.203219928344934,6.769517006415168,7.583725392884715,6.517003260658181,7.080976816090777,7.503906351352774,7.854341968468657,8.630743399658638,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Liquids|Oil
57,7.066078355672346,2.121364294816027,3.21437392747239,2.559466789182455,3.598066100523276,2.780178431332859,3.314210626873291,3.825551386232519,4.079313265370619,3.77062369163156,3.374861958151274,3.907926072208248,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Solids|Biomass
58,2.505041424277683,2.60556325028616,2.749390333881096,2.738995154621691,2.907634063776884,2.853818547599923,2.996809266351329,3.149609454516678,3.287635012821287,3.423303176198753,3.555706739759516,3.708714948664837,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Solids|Coal
59,12.18922926180625,13.85726706100836,15.78720685139702,15.27466971728264,16.27499624416372,18.88575816502911,17.32106023752284,13.86840559008331,15.54347850832356,14.58731534796853,12.98836327143589,14.39330892518226,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Electricity
60,6.553204506434922,4.346295684536596,5.156515887492629,4.480681722033039,4.961425229575379,5.297675562655424,5.907139626145911,5.555399439097759,5.85662006192068,5.227794673259102,5.215855700573669,5.194991621205975,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Gases|Natural Gas
61,24.6642094547334,10.07356492235997,11.37958315050174,10.61244708730874,10.75616093085517,13.58812302775629,13.94711520729818,11.49221748609533,14.24235576364537,12.70591331077138,13.16940479116599,14.36133655559396,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Liquids|Biomass
62,24.48033822069612,7.450938513663617,7.845811436639321,6.688109354764003,7.203219928344934,6.769517006415168,7.583725392884715,6.517003260658181,7.080976816090777,7.503906351352774,7.854341968468657,8.630743399658638,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Liquids|Oil
63,7.066078355672346,2.121364294816027,3.21437392747239,2.559466789182455,3.598066100523276,2.780178431332859,3.314210626873291,3.825551386232519,4.079313265370619,3.77062369163156,3.374861958151274,3.907926072208248,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Solids|Biomass
64,2.505041424277683,2.60556325028616,2.749390333881096,2.738995154621691,2.907634063776884,2.853818547599923,2.996809266351329,3.149609454516678,3.287635012821287,3.423303176198753,3.555706739759516,3.708714948664837,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Solids|Coal
65,0.6947,0.6947,0.6947,0.6921,0.6895,0.6774,0.6653,0.6135,0.5716,0.5642,0.5642,0.5642,weu_security,CHN,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Chemical Pulp [Index]
66,1.0995,1.0995,1.0995,1.0995,1.0995,1.0944,1.0893,1.0434,0.9578,0.9373,0.9372,0.9372,weu_security,CHN,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Fiberboard [Index]
67,0.9131,0.8856,0.8581,0.8317,0.8054,0.8052,0.805,0.8053,0.8054,0.8053,0.8052,0.8052,weu_security,CHN,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Mechanical Pulp [Index]
68,1.1308,1.1484,1.166,1.1866,1.2071,1.1758,1.1444,1.0444,0.9591,0.8667,0.8572,0.8572,weu_security,CHN,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Plywood [Index]
69,0.6765,0.6908,0.7051,0.6864,0.6678,0.6391,0.6105,0.5291,0.4986,0.4827,0.4794,0.4794,weu_security,CHN,FSU2040_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Sawnwood [Index]
70,6.714814001672346,1.682283852316027,2.68747739647239,1.944754169682456,2.895537392523276,2.077649723332859,2.611681918873291,3.123022678232519,3.376784557370618,3.068094983631561,2.672333250151275,3.205397364208248,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Primary Energy w carbon price|Biomass
71,1.802512716277682,1.90303454228616,2.046861625881096,2.03646644662169,2.205105355776883,2.151289839599923,2.294280558351329,2.447080746516678,2.585106304821287,2.720774468198753,2.853178031759516,3.006186240664837,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Primary Energy w carbon price|Coal
72,3.650206679169996,3.165178831832305,3.937154104664998,3.245771550896888,3.65313778648061,3.600108621996943,3.809393569032735,3.592631572878485,3.871107217173209,3.275123158964193,3.267396492800016,3.256759008679075,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Primary Energy w carbon price|Gas
73,13.26277518912098,5.293597577476727,5.916052772200776,5.021491206171227,5.454954392374392,4.583717265316208,5.729231477409815,4.916392206669116,5.432662093808469,5.637286294319732,5.926472922820616,6.536258627990421,weu_security,CHN,FSU2040_MEACON_1.0,US$2010/GJ,Price|Primary Energy w carbon price|Oil
