,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100,2110,Model,Region,Scenario,Unit,Variable
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weu_security,AFR,SSP2_MEACON_1.0,US$2010/GJ,Price|Agriculture|Energy Crops
1,0.9331,0.9292,0.9253,0.9244,0.9235,0.9185,0.9135,0.8964,0.866,0.8404,0.8237,0.8237,weu_security,AFR,SSP2_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products [Index]
2,0.9433,0.9384,0.9335,0.9284,0.9233,0.912,0.9008,0.8708,0.8294,0.7944,0.7729,0.7729,weu_security,AFR,SSP2_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops [Index]
3,1.0146,0.9916,0.9686,0.9718,0.9751,0.9698,0.9645,0.9534,0.9441,0.9277,0.9213,0.9213,weu_security,AFR,SSP2_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Maize [Index]
4,0.9383,0.926,0.9137,0.9104,0.9071,0.9026,0.8981,0.8891,0.8748,0.861,0.8511,0.8511,weu_security,AFR,SSP2_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Rice [Index]
5,0.943,0.9275,0.9119,0.9007,0.8894,0.881,0.8726,0.8529,0.8329,0.8038,0.791,0.791,weu_security,AFR,SSP2_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Soybean [Index]
6,0.9697,0.9586,0.9476,0.9405,0.9334,0.9257,0.918,0.9107,0.9038,0.8962,0.8906,0.8906,weu_security,AFR,SSP2_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Wheat [Index]
7,0.9026,0.9014,0.9002,0.9115,0.9229,0.9357,0.9485,0.9669,0.9652,0.9635,0.9605,0.9605,weu_security,AFR,SSP2_MEACON_1.0,Index (2020 = 1),Price|Agriculture|Food Products|Livestock [Index]
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weu_security,AFR,SSP2_MEACON_1.0,US$2010/t CO2,Price|Carbon
9,7.437285781793965,13.18835911054373,15.74015509886474,15.55964441509867,16.1075283178323,15.4777025104596,18.25015664233084,14.99085954420148,15.23892249389619,15.33787554394608,15.46310289225251,15.45855557797855,weu_security,AFR,SSP2_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Electricity
10,5.088781262785402,4.254044546003516,4.53693562453849,4.483561270898551,4.689927424210663,4.436932662277008,4.943101473109478,4.474894056525223,4.681573436238457,5.373032869566929,5.53807304789176,5.521146073275293,weu_security,AFR,SSP2_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Gases|Natural Gas
11,22.56714910032548,9.731866570476829,11.09308773700197,10.71254172471082,10.56347579921425,14.11088665688554,13.77798533228806,9.551406812033996,12.29746027904589,10.82673567807958,11.00673757793572,13.60447994211524,weu_security,AFR,SSP2_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Liquids|Biomass
12,20.88283888702624,6.961868657284506,6.520829514036873,6.277393812877083,6.616140542378158,6.258383906752374,7.212523388209513,6.34151048489713,6.210121200445702,6.784673812920375,6.799111191300742,8.018749411279696,weu_security,AFR,SSP2_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Liquids|Oil
13,0.351264354,1.682972197750864,3.405684546258108,2.578179519332143,3.295194607099686,2.582425194400678,2.58787616191961,3.855714010778085,1.706228063599269,1.877879606710335,2.619377835558122,3.346074810358068,weu_security,AFR,SSP2_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Solids|Biomass
14,0.702528708,2.120077469266736,2.435329199891996,2.275446339023532,2.323541338137603,2.33421535282362,2.432962810280417,2.67426558787782,2.707249322204104,2.710054596999777,2.777411822654735,2.983092754671778,weu_security,AFR,SSP2_MEACON_1.0,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Solids|Coal
15,7.437285781793965,13.18835911054373,15.74015509886474,15.55964441509867,16.1075283178323,15.4777025104596,18.25015664233084,14.99085954420148,15.23892249389619,15.33787554394608,15.46310289225251,15.45855557797855,weu_security,AFR,SSP2_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Electricity
16,5.088781262785402,4.254044546003516,4.53693562453849,4.483561270898551,4.689927424210663,4.436932662277008,4.943101473109478,4.474894056525223,4.681573436238457,5.373032869566929,5.53807304789176,5.521146073275293,weu_security,AFR,SSP2_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Gases|Natural Gas
17,22.56714910032548,9.731866570476829,11.09308773700197,10.71254172471082,10.56347579921425,14.11088665688554,13.77798533228806,9.551406812033996,12.29746027904589,10.82673567807958,11.00673757793572,13.60447994211524,weu_security,AFR,SSP2_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Liquids|Biomass
18,20.88283888702624,6.961868657284506,6.520829514036873,6.277393812877083,6.616140542378158,6.258383906752374,7.212523388209513,6.34151048489713,6.210121200445702,6.784673812920375,6.799111191300742,8.018749411279696,weu_security,AFR,SSP2_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Liquids|Oil
19,0.351264354,1.682972197750864,3.405684546258108,2.578179519332143,3.295194607099686,2.582425194400678,2.58787616191961,3.855714010778085,1.706228063599269,1.877879606710335,2.619377835558122,3.346074810358068,weu_security,AFR,SSP2_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Solids|Biomass
20,0.702528708,2.120077469266736,2.435329199891996,2.275446339023532,2.323541338137603,2.33421535282362,2.432962810280417,2.67426558787782,2.707249322204104,2.710054596999777,2.777411822654735,2.983092754671778,weu_security,AFR,SSP2_MEACON_1.0,US$2010/GJ,Price|Final Energy|Residential|Solids|Coal
21,0.9172,0.9224,0.9276,0.9399,0.9521,0.946,0.9398,0.927,0.9266,0.9268,0.9282,0.9282,weu_security,AFR,SSP2_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Chemical Pulp [Index]
22,1.0558,0.8761,0.6964,0.7007,0.705,0.7256,0.7462,0.8668,0.9624,0.9506,0.9522,0.9522,weu_security,AFR,SSP2_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Fiberboard [Index]
23,1.1675,1.1683,1.1691,1.1723,1.1755,1.1721,1.1686,1.1455,1.1211,1.0772,1.0627,1.0627,weu_security,AFR,SSP2_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Mechanical Pulp [Index]
24,0.7795,0.7956,0.8117,0.827,0.8422,0.8185,0.7948,0.7915,0.7887,0.8861,0.913,0.913,weu_security,AFR,SSP2_MEACON_1.0,Index (2020 = 1),Price|Forestry|Semi-Finished|Plywood [Index]
