node,commodity,level,year,time,value,unit
R12_AFR,steel,demand,2025,year,18.29593163087441,t
R12_EEU,steel,demand,2025,year,35.78770203948542,t
R12_FSU,steel,demand,2025,year,58.04721983130711,t
R12_LAM,steel,demand,2025,year,71.06570859301353,t
R12_MEA,steel,demand,2025,year,74.42715308961411,t
R12_NAM,steel,demand,2025,year,89.62934679076031,t
R12_PAO,steel,demand,2025,year,55.692717450262336,t
R12_PAS,steel,demand,2025,year,136.46805666602015,t
R12_SAS,steel,demand,2025,year,175.18623188183054,t
R12_WEU,steel,demand,2025,year,137.43064826765112,t
R12_CHN,steel,demand,2025,year,1038.741880167054,t
R12_RCPA,steel,demand,2025,year,29.41943405242765,t
