node_loc,technology,year_vtg,year_act,time
R12_SAS,h2_elec_alk,2010,2035,year
R12_SAS,h2_elec_alk,2015,2015,year
R12_SAS,h2_elec_alk,2015,2020,year
R12_SAS,h2_elec_alk,2015,2025,year
R12_SAS,h2_elec_alk,2015,2030,year
R12_SAS,h2_elec_alk,2015,2035,year
R12_SAS,h2_elec_alk,2015,2040,year
R12_SAS,h2_elec_alk,2020,2020,year
R12_SAS,h2_elec_alk,2020,2025,year
R12_SAS,h2_elec_alk,2020,2030,year
R12_SAS,h2_elec_alk,2020,2035,year
R12_SAS,h2_elec_alk,2020,2040,year
R12_SAS,h2_elec_alk,2020,2045,year
R12_SAS,h2_elec_alk,2025,2025,year
R12_SAS,h2_elec_alk,2025,2030,year
R12_SAS,h2_elec_alk,2025,2035,year
R12_SAS,h2_elec_alk,2025,2040,year
R12_SAS,h2_elec_alk,2025,2045,year
R12_SAS,h2_elec_alk,2025,2050,year
R12_SAS,h2_elec_alk,2030,2030,year
R12_SAS,h2_elec_alk,2030,2035,year
R12_SAS,h2_elec_alk,2030,2040,year
R12_SAS,h2_elec_alk,2030,2045,year
R12_SAS,h2_elec_alk,2030,2050,year
R12_SAS,h2_elec_alk,2030,2055,year
R12_SAS,h2_elec_alk,2035,2035,year
R12_SAS,h2_elec_alk,2035,2040,year
R12_SAS,h2_elec_alk,2035,2045,year
R12_SAS,h2_elec_alk,2035,2050,year
R12_SAS,h2_elec_alk,2035,2055,year
R12_SAS,h2_elec_alk,2035,2060,year
R12_SAS,h2_elec_alk,2040,2040,year
R12_SAS,h2_elec_alk,2040,2045,year
R12_SAS,h2_elec_alk,2040,2050,year
R12_SAS,h2_elec_alk,2040,2055,year
R12_SAS,h2_elec_alk,2040,2060,year
R12_SAS,h2_elec_alk,2040,2070,year
R12_SAS,h2_elec_alk,2045,2045,year
R12_SAS,h2_elec_alk,2045,2050,year
R12_SAS,h2_elec_alk,2045,2055,year
R12_SAS,h2_elec_alk,2045,2060,year
R12_SAS,h2_elec_alk,2045,2070,year
R12_SAS,h2_elec_alk,2050,2050,year
R12_SAS,h2_elec_alk,2050,2055,year
R12_SAS,h2_elec_alk,2050,2060,year
R12_SAS,h2_elec_alk,2050,2070,year
R12_SAS,h2_elec_alk,2050,2080,year
R12_SAS,h2_elec_alk,2055,2055,year
R12_SAS,h2_elec_alk,2055,2060,year
R12_SAS,h2_elec_alk,2055,2070,year
R12_SAS,h2_elec_alk,2055,2080,year
R12_SAS,h2_elec_alk,2060,2060,year
R12_SAS,h2_elec_alk,2060,2070,year
R12_SAS,h2_elec_alk,2060,2080,year
R12_SAS,h2_elec_alk,2060,2090,year
R12_SAS,h2_elec_alk,2070,2070,year
R12_SAS,h2_elec_alk,2070,2080,year
R12_SAS,h2_elec_alk,2070,2090,year
R12_SAS,h2_elec_alk,2080,2080,year
R12_SAS,h2_elec_alk,2080,2090,year
R12_SAS,h2_elec_alk,2080,2100,year
R12_SAS,h2_elec_alk,2090,2090,year
R12_SAS,h2_elec_alk,2090,2100,year
R12_SAS,h2_elec_alk,2090,2110,year
R12_SAS,h2_elec_alk,2100,2100,year
R12_SAS,h2_elec_alk,2100,2110,year
R12_SAS,h2_elec_alk,2110,2110,year
R12_WEU,h2_elec_alk,2010,2010,year
R12_WEU,h2_elec_alk,2010,2015,year
R12_WEU,h2_elec_alk,2010,2020,year
R12_WEU,h2_elec_alk,2010,2025,year
R12_WEU,h2_elec_alk,2010,2030,year
R12_WEU,h2_elec_alk,2010,2035,year
R12_WEU,h2_elec_alk,2015,2015,year
R12_WEU,h2_elec_alk,2015,2020,year
R12_WEU,h2_elec_alk,2015,2025,year
R12_WEU,h2_elec_alk,2015,2030,year
R12_WEU,h2_elec_alk,2015,2035,year
R12_WEU,h2_elec_alk,2015,2040,year
R12_WEU,h2_elec_alk,2020,2020,year
R12_WEU,h2_elec_alk,2020,2025,year
R12_WEU,h2_elec_alk,2020,2030,year
R12_WEU,h2_elec_alk,2020,2035,year
R12_WEU,h2_elec_alk,2020,2040,year
R12_WEU,h2_elec_alk,2020,2045,year
R12_WEU,h2_elec_alk,2025,2025,year
R12_WEU,h2_elec_alk,2025,2030,year
R12_WEU,h2_elec_alk,2025,2035,year
R12_WEU,h2_elec_alk,2025,2040,year
R12_WEU,h2_elec_alk,2025,2045,year
R12_WEU,h2_elec_alk,2025,2050,year
R12_WEU,h2_elec_alk,2030,2030,year
R12_WEU,h2_elec_alk,2030,2035,year
R12_WEU,h2_elec_alk,2030,2040,year
R12_WEU,h2_elec_alk,2030,2045,year
R12_WEU,h2_elec_alk,2030,2050,year
R12_WEU,h2_elec_alk,2030,2055,year
R12_WEU,h2_elec_alk,2035,2035,year
R12_WEU,h2_elec_alk,2035,2040,year
R12_WEU,h2_elec_alk,2035,2045,year
R12_WEU,h2_elec_alk,2035,2050,year
R12_WEU,h2_elec_alk,2035,2055,year
R12_WEU,h2_elec_alk,2035,2060,year
R12_WEU,h2_elec_alk,2040,2040,year
R12_WEU,h2_elec_alk,2040,2045,year
R12_WEU,h2_elec_alk,2040,2050,year
R12_WEU,h2_elec_alk,2040,2055,year
R12_WEU,h2_elec_alk,2040,2060,year
R12_WEU,h2_elec_alk,2040,2070,year
R12_WEU,h2_elec_alk,2045,2045,year
R12_WEU,h2_elec_alk,2045,2050,year
R12_WEU,h2_elec_alk,2045,2055,year
R12_WEU,h2_elec_alk,2045,2060,year
R12_WEU,h2_elec_alk,2045,2070,year
R12_WEU,h2_elec_alk,2050,2050,year
R12_WEU,h2_elec_alk,2050,2055,year
R12_WEU,h2_elec_alk,2050,2060,year
R12_WEU,h2_elec_alk,2050,2070,year
R12_WEU,h2_elec_alk,2050,2080,year
R12_WEU,h2_elec_alk,2055,2055,year
R12_WEU,h2_elec_alk,2055,2060,year
R12_WEU,h2_elec_alk,2055,2070,year
R12_WEU,h2_elec_alk,2055,2080,year
R12_WEU,h2_elec_alk,2060,2060,year
R12_WEU,h2_elec_alk,2060,2070,year
R12_WEU,h2_elec_alk,2060,2080,year
R12_WEU,h2_elec_alk,2060,2090,year
R12_WEU,h2_elec_alk,2070,2070,year
R12_WEU,h2_elec_alk,2070,2080,year
R12_WEU,h2_elec_alk,2070,2090,year
R12_WEU,h2_elec_alk,2080,2080,year
R12_WEU,h2_elec_alk,2080,2090,year
R12_WEU,h2_elec_alk,2080,2100,year
R12_WEU,h2_elec_alk,2090,2090,year
R12_WEU,h2_elec_alk,2090,2100,year
R12_WEU,h2_elec_alk,2090,2110,year
R12_WEU,h2_elec_alk,2100,2100,year
R12_WEU,h2_elec_alk,2100,2110,year
R12_WEU,h2_elec_alk,2110,2110,year
R12_CHN,h2_elec_alk,2010,2010,year
R12_CHN,h2_elec_alk,2010,2015,year
R12_CHN,h2_elec_alk,2010,2020,year
R12_CHN,h2_elec_alk,2010,2025,year
R12_CHN,h2_elec_alk,2010,2030,year
R12_CHN,h2_elec_alk,2010,2035,year
R12_CHN,h2_elec_alk,2015,2015,year
R12_CHN,h2_elec_alk,2015,2020,year
R12_CHN,h2_elec_alk,2015,2025,year
R12_CHN,h2_elec_alk,2015,2030,year
R12_CHN,h2_elec_alk,2015,2035,year
R12_CHN,h2_elec_alk,2015,2040,year
R12_CHN,h2_elec_alk,2020,2020,year
R12_CHN,h2_elec_alk,2020,2025,year
R12_CHN,h2_elec_alk,2020,2030,year
R12_CHN,h2_elec_alk,2020,2035,year
R12_CHN,h2_elec_alk,2020,2040,year
R12_CHN,h2_elec_alk,2020,2045,year
R12_CHN,h2_elec_alk,2025,2025,year
R12_CHN,h2_elec_alk,2025,2030,year
R12_CHN,h2_elec_alk,2025,2035,year
R12_CHN,h2_elec_alk,2025,2040,year
R12_CHN,h2_elec_alk,2025,2045,year
R12_CHN,h2_elec_alk,2025,2050,year
R12_CHN,h2_elec_alk,2030,2030,year
R12_CHN,h2_elec_alk,2030,2035,year
R12_CHN,h2_elec_alk,2030,2040,year
R12_CHN,h2_elec_alk,2030,2045,year
R12_CHN,h2_elec_alk,2030,2050,year
R12_CHN,h2_elec_alk,2030,2055,year
R12_CHN,h2_elec_alk,2035,2035,year
R12_CHN,h2_elec_alk,2035,2040,year
R12_CHN,h2_elec_alk,2035,2045,year
R12_CHN,h2_elec_alk,2035,2050,year
R12_CHN,h2_elec_alk,2035,2055,year
R12_CHN,h2_elec_alk,2035,2060,year
R12_CHN,h2_elec_alk,2040,2040,year
R12_CHN,h2_elec_alk,2040,2045,year
R12_CHN,h2_elec_alk,2040,2050,year
R12_CHN,h2_elec_alk,2040,2055,year
R12_CHN,h2_elec_alk,2040,2060,year
R12_CHN,h2_elec_alk,2040,2070,year
R12_CHN,h2_elec_alk,2045,2045,year
R12_CHN,h2_elec_alk,2045,2050,year
R12_CHN,h2_elec_alk,2045,2055,year
R12_CHN,h2_elec_alk,2045,2060,year
R12_CHN,h2_elec_alk,2045,2070,year
R12_CHN,h2_elec_alk,2050,2050,year
R12_CHN,h2_elec_alk,2050,2055,year
R12_CHN,h2_elec_alk,2050,2060,year
R12_CHN,h2_elec_alk,2050,2070,year
R12_CHN,h2_elec_alk,2050,2080,year
R12_CHN,h2_elec_alk,2055,2055,year
R12_CHN,h2_elec_alk,2055,2060,year
R12_CHN,h2_elec_alk,2055,2070,year
R12_CHN,h2_elec_alk,2055,2080,year
R12_CHN,h2_elec_alk,2060,2060,year
R12_CHN,h2_elec_alk,2060,2070,year
R12_CHN,h2_elec_alk,2060,2080,year
R12_CHN,h2_elec_alk,2060,2090,year
R12_CHN,h2_elec_alk,2070,2070,year
R12_CHN,h2_elec_alk,2070,2080,year
R12_CHN,h2_elec_alk,2070,2090,year
R12_CHN,h2_elec_alk,2080,2080,year
R12_CHN,h2_elec_alk,2080,2090,year
R12_CHN,h2_elec_alk,2080,2100,year
R12_CHN,h2_elec_alk,2090,2090,year
R12_CHN,h2_elec_alk,2090,2100,year
R12_CHN,h2_elec_alk,2090,2110,year
R12_CHN,h2_elec_alk,2100,2100,year
R12_CHN,h2_elec_alk,2100,2110,year
R12_CHN,h2_elec_alk,2110,2110,year
R12_RCPA,h2_elec_alk,2010,2010,year
R12_RCPA,h2_elec_alk,2010,2015,year
R12_RCPA,h2_elec_alk,2010,2020,year
R12_RCPA,h2_elec_alk,2010,2025,year
R12_RCPA,h2_elec_alk,2010,2030,year
R12_RCPA,h2_elec_alk,2010,2035,year
R12_RCPA,h2_elec_alk,2015,2015,year
R12_RCPA,h2_elec_alk,2015,2020,year
R12_RCPA,h2_elec_alk,2015,2025,year
R12_RCPA,h2_elec_alk,2015,2030,year
R12_RCPA,h2_elec_alk,2015,2035,year
R12_RCPA,h2_elec_alk,2015,2040,year
R12_RCPA,h2_elec_alk,2020,2020,year
R12_RCPA,h2_elec_alk,2020,2025,year
R12_RCPA,h2_elec_alk,2020,2030,year
R12_RCPA,h2_elec_alk,2020,2035,year
R12_RCPA,h2_elec_alk,2020,2040,year
R12_RCPA,h2_elec_alk,2020,2045,year
R12_RCPA,h2_elec_alk,2025,2025,year
R12_RCPA,h2_elec_alk,2025,2030,year
R12_RCPA,h2_elec_alk,2025,2035,year
R12_RCPA,h2_elec_alk,2025,2040,year
R12_RCPA,h2_elec_alk,2025,2045,year
R12_RCPA,h2_elec_alk,2025,2050,year
R12_RCPA,h2_elec_alk,2030,2030,year
R12_RCPA,h2_elec_alk,2030,2035,year
R12_RCPA,h2_elec_alk,2030,2040,year
R12_RCPA,h2_elec_alk,2030,2045,year
R12_RCPA,h2_elec_alk,2030,2050,year
R12_RCPA,h2_elec_alk,2030,2055,year
R12_RCPA,h2_elec_alk,2035,2035,year
R12_RCPA,h2_elec_alk,2035,2040,year
R12_RCPA,h2_elec_alk,2035,2045,year
R12_RCPA,h2_elec_alk,2035,2050,year
R12_RCPA,h2_elec_alk,2035,2055,year
R12_RCPA,h2_elec_alk,2035,2060,year
R12_RCPA,h2_elec_alk,2040,2040,year
R12_RCPA,h2_elec_alk,2040,2045,year
R12_RCPA,h2_elec_alk,2040,2050,year
R12_RCPA,h2_elec_alk,2040,2055,year
R12_RCPA,h2_elec_alk,2040,2060,year
R12_RCPA,h2_elec_alk,2040,2070,year
R12_RCPA,h2_elec_alk,2045,2045,year
R12_RCPA,h2_elec_alk,2045,2050,year
R12_RCPA,h2_elec_alk,2045,2055,year
R12_RCPA,h2_elec_alk,2045,2060,year
R12_RCPA,h2_elec_alk,2045,2070,year
R12_RCPA,h2_elec_alk,2050,2050,year
R12_RCPA,h2_elec_alk,2050,2055,year
R12_RCPA,h2_elec_alk,2050,2060,year
R12_RCPA,h2_elec_alk,2050,2070,year
R12_RCPA,h2_elec_alk,2050,2080,year
R12_RCPA,h2_elec_alk,2055,2055,year
R12_RCPA,h2_elec_alk,2055,2060,year
R12_RCPA,h2_elec_alk,2055,2070,year
R12_RCPA,h2_elec_alk,2055,2080,year
R12_RCPA,h2_elec_alk,2060,2060,year
R12_RCPA,h2_elec_alk,2060,2070,year
R12_RCPA,h2_elec_alk,2060,2080,year
R12_RCPA,h2_elec_alk,2060,2090,year
R12_RCPA,h2_elec_alk,2070,2070,year
R12_RCPA,h2_elec_alk,2070,2080,year
R12_RCPA,h2_elec_alk,2070,2090,year
R12_RCPA,h2_elec_alk,2080,2080,year
R12_RCPA,h2_elec_alk,2080,2090,year
R12_RCPA,h2_elec_alk,2080,2100,year
R12_RCPA,h2_elec_alk,2090,2090,year
R12_RCPA,h2_elec_alk,2090,2100,year
R12_RCPA,h2_elec_alk,2090,2110,year
R12_RCPA,h2_elec_alk,2100,2100,year
R12_RCPA,h2_elec_alk,2100,2110,year
R12_RCPA,h2_elec_alk,2110,2110,year
